Wall time,Step,Value
1516708965.223876,0,0.22929443418979645
1516708972.028968,1,0.41591745615005493
1516708978.8077943,2,0.43225377798080444
1516708985.5653024,3,0.4378758668899536
1516708992.5562546,4,0.4432421028614044
1516708999.8007295,5,0.44984182715415955
1516709006.7096188,6,0.4552759528160095
1516709013.3935208,7,0.4605790078639984
1516709020.1081972,8,0.47142481803894043
1516709026.83456,9,0.4678231477737427
1516709033.5252752,10,0.48669514060020447
1516709040.2495701,11,0.4906519055366516
1516709046.9810438,12,0.48986607789993286
1516709053.7618876,13,0.5040302872657776
1516709060.6248043,14,0.5075903534889221
1516709067.3846467,15,0.5134057402610779
1516709074.1370146,16,0.5116105675697327
1516709080.8351653,17,0.5116085410118103
1516709087.5520809,18,0.5159014463424683
1516709094.3940206,19,0.5198677778244019
1516709101.192706,20,0.5228347778320312
1516709107.8744948,21,0.5246546864509583
1516709114.5934134,22,0.5319397449493408
1516709121.2751286,23,0.5295400619506836
1516709127.9524755,24,0.5278439521789551
1516709134.7366774,25,0.5340827107429504
1516709141.5983806,26,0.5312154293060303
1516709148.2732582,27,0.5348331332206726
1516709154.9508994,28,0.5374796390533447
1516709161.6460662,29,0.5360411405563354
1516709168.3651361,30,0.5417758822441101
1516709175.015393,31,0.5348960161209106
1516709181.8619065,32,0.5415043234825134
1516709188.7720282,33,0.541107714176178
1516709195.7203941,34,0.5408392548561096
1516709202.6734817,35,0.5459725260734558
1516709209.6693618,36,0.5484532117843628
1516709216.5461915,37,0.5426859855651855
1516709223.4558585,38,0.5474857687950134
1516709230.273626,39,0.5473122596740723
1516709236.9548736,40,0.5480872988700867
1516709243.678423,41,0.5498664379119873
1516709250.3678794,42,0.5444079041481018
1516709257.0968611,43,0.5495763421058655
1516709263.7756464,44,0.5453404784202576
1516709270.4802942,45,0.553411066532135
1516709277.2684338,46,0.5475977659225464
1516709284.0302978,47,0.5551461577415466
1516709290.9222822,48,0.5521098971366882
1516709297.7684393,49,0.552805483341217
1516709304.5658922,50,0.5494320392608643
1516709311.3211768,51,0.5568124651908875
1516709318.0881386,52,0.5550035834312439
1516709324.7762825,53,0.5578464865684509
1516709331.3987942,54,0.5559796690940857
1516709337.999414,55,0.5562911629676819
1516709344.8291433,56,0.5550302863121033
1516709351.5447345,57,0.5643632411956787
1516709358.2157369,58,0.5566059947013855
1516709364.8139303,59,0.5623952150344849
1516709371.5206833,60,0.5647868514060974
1516709378.1900678,61,0.5650649070739746
1516709384.908375,62,0.5560202598571777
1516709391.537409,63,0.5587642192840576
1516709398.1727295,64,0.5558050274848938
1516709404.8030868,65,0.5631905794143677
1516709411.406614,66,0.5612364411354065
1516709418.060374,67,0.5635330677032471
1516709424.7274857,68,0.5660525560379028
1516709431.387422,69,0.5622730255126953
1516709438.052388,70,0.5694581866264343
1516709444.6676142,71,0.5617863535881042
1516709451.3159955,72,0.5718814134597778
1516709457.9473224,73,0.5681079030036926
1516709464.6389349,74,0.5681473016738892
1516709471.3968773,75,0.5670642256736755
1516709478.1553183,76,0.5651222467422485
1516709485.2785606,77,0.563112199306488
1516709492.0439026,78,0.5700597763061523
1516709498.819538,79,0.5692408680915833
1516709505.5927355,80,0.5674346089363098
1516709512.326485,81,0.571372926235199
1516709519.0704577,82,0.570790708065033
1516709526.117677,83,0.5684106349945068
1516709532.8480093,84,0.5719899535179138
1516709539.5542326,85,0.5667921900749207
1516709546.418898,86,0.5723171234130859
1516709553.216919,87,0.5768341422080994
1516709560.0679657,88,0.5731827020645142
1516709566.7555797,89,0.5728024244308472
1516709573.6366918,90,0.5693402886390686
1516709580.462916,91,0.5736305713653564
1516709587.1831117,92,0.5737132430076599
1516709593.8378823,93,0.5734744071960449
1516709600.475461,94,0.5718566179275513
1516709607.0315907,95,0.5701380372047424
1516709613.5899167,96,0.5711647868156433
1516709620.164267,97,0.5725822448730469
1516709626.8257473,98,0.5773290395736694
1516709633.4140866,99,0.572148323059082
1516709640.0440977,100,0.5727089643478394
1516709646.6396277,101,0.5738070607185364
1516709653.4729202,102,0.5738636255264282
1516709660.068437,103,0.5782135128974915
1516709666.6645644,104,0.5792830586433411
1516709673.2410243,105,0.5790096521377563
1516709679.8515306,106,0.5759814381599426
1516709686.461995,107,0.5761741995811462
1516709693.0602298,108,0.5773346424102783
1516709699.6204846,109,0.5777172446250916
1516709706.1933374,110,0.5784687995910645
1516709712.77057,111,0.577888011932373
1516709719.4600441,112,0.5764120221138
1516709726.0707223,113,0.5839784741401672
1516709732.6917071,114,0.5787574648857117
1516709739.2641232,115,0.5747623443603516
1516709745.900556,116,0.5733873844146729
1516709752.5213337,117,0.5768206119537354
1516709759.1638498,118,0.5790656208992004
1516709765.8181512,119,0.5782392024993896
1516709772.541548,120,0.5827137231826782
1516709779.2664359,121,0.5784791111946106
1516709786.0613637,122,0.5786082148551941
1516709792.827785,123,0.5798071622848511
1516709799.567097,124,0.5809299945831299
1516709806.5812707,125,0.5803999900817871
1516709813.3666754,126,0.5762909650802612
1516709820.0481648,127,0.583504319190979
1516709826.7765837,128,0.5840252041816711
1516709833.7248511,129,0.5826404094696045
1516709840.4329982,130,0.5850580930709839
1516709847.1907158,131,0.5814235210418701
1516709854.5482342,132,0.5804081559181213
1516709861.308094,133,0.5843313932418823
1516709867.9223824,134,0.5888504385948181
1516709874.60017,135,0.5818055868148804
1516709881.8559575,136,0.5825360417366028
1516709888.8395743,137,0.5822958946228027
1516709895.486944,138,0.5736091732978821
1516709902.1718326,139,0.5801640152931213
1516709909.2761962,140,0.5837861895561218
1516709916.0964763,141,0.5861385464668274
1516709922.9346764,142,0.5821449756622314
1516709929.675344,143,0.5813660025596619
1516709936.6016717,144,0.5797188878059387
1516709943.719593,145,0.5846840143203735
1516709950.394444,146,0.5863119959831238
1516709957.0586338,147,0.5853601694107056
1516709963.7537882,148,0.5851733684539795
1516709970.844768,149,0.5836350321769714
1516709977.904602,150,0.5893814563751221
1516709985.0436895,151,0.5804803371429443
1516709992.396368,152,0.5882390141487122
1516709999.2894206,153,0.5958575010299683
1516710006.346738,154,0.5866454243659973
1516710013.1214244,155,0.5888282656669617
1516710019.964901,156,0.588351845741272
1516710027.1627874,157,0.5917510390281677
1516710033.849474,158,0.5897753834724426
1516710040.5693138,159,0.5890136957168579
1516710047.236279,160,0.5902243852615356
1516710053.9264355,161,0.5881854891777039
1516710061.1386764,162,0.5900096893310547
1516710067.8321474,163,0.5814856886863708
1516710074.5452065,164,0.5863679051399231
